[2026-07-14T17:18:20.117Z] [INFO] AI workers disabled (default) - all workers run local-only. Enable with `daemon start --headless`, daemon.aiWorkers.enabled=true, or RUFLO_DAEMON_AI_WORKERS=1 (#2661)
[2026-07-14T17:18:20.122Z] [INFO] Scheduled map (interval: 900s, first run in 0s)
[2026-07-14T17:18:20.123Z] [INFO] Scheduled audit (interval: 600s, first run in 120s)
[2026-07-14T17:18:20.125Z] [INFO] Scheduled optimize (interval: 900s, first run in 240s)
[2026-07-14T17:18:20.126Z] [INFO] Scheduled consolidate (interval: 1800s, first run in 360s)
[2026-07-14T17:18:20.127Z] [INFO] Scheduled testgaps (interval: 1200s, first run in 480s)
[2026-07-14T17:18:20.131Z] [INFO] Scheduled backup (interval: 86400s, first run in 600s)
[2026-07-14T17:18:20.132Z] [INFO] Scheduled harness (interval: 21600s, first run in 720s)
[2026-07-14T17:18:20.135Z] [INFO] Lifecycle monitor active (workspace-removal, ttl=43200s)
[2026-07-15T05:21:11.146Z] [INFO] Worker audit completed in 311ms
[2026-07-15T05:21:11.149Z] [INFO] Worker map completed in 77ms
[2026-07-15T05:21:11.154Z] [INFO] Worker optimize completed in 73ms
[2026-07-15T05:21:11.170Z] [INFO] Worker testgaps completed in 84ms
[2026-07-15T05:21:11.174Z] [INFO] Worker map completed in 79ms
[2026-07-15T05:21:11.193Z] [INFO] Worker testgaps completed in 72ms
[2026-07-15T05:21:11.205Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T05:21:11.211Z] [INFO] Starting worker: map (2/2 concurrent)
[2026-07-15T05:21:11.219Z] [INFO] Starting worker: map (2/2 concurrent)
[2026-07-15T05:21:11.227Z] [INFO] Starting worker: audit (3/2 concurrent)
[2026-07-15T05:21:11.461Z] [INFO] Worker optimize completed in 264ms
[2026-07-15T05:21:11.465Z] [INFO] Worker map completed in 256ms
[2026-07-15T05:21:11.469Z] [INFO] Worker map completed in 255ms
[2026-07-15T05:21:11.474Z] [INFO] Worker audit completed in 251ms
[2026-07-15T05:21:11.481Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T05:21:11.484Z] [INFO] Worker audit completed in 5ms
[2026-07-15T05:21:11.501Z] [INFO] Daemon self-shutdown: max age 43200s reached
[2026-07-15T05:21:11.508Z] [INFO] Stopped worker: map
[2026-07-15T05:21:11.509Z] [INFO] Stopped worker: audit
[2026-07-15T05:21:11.550Z] [INFO] Stopped worker: optimize
[2026-07-15T05:21:11.552Z] [INFO] Stopped worker: consolidate
[2026-07-15T05:21:11.552Z] [INFO] Stopped worker: testgaps
[2026-07-15T05:21:11.553Z] [INFO] Stopped worker: backup
[2026-07-15T05:21:11.554Z] [INFO] Stopped worker: harness
[2026-07-15T05:21:11.604Z] [INFO] Daemon stopped
